name,gender,salary,departments,position
박상윤,female,14751,advertising,assistant
국정원,male,4152,advertising,assistant
정이현,male,13038,finance,manager
성연우,female,20099,IT,manager
도하람,male,13390,IT,manager
허지원,female,11677,marketing,manager
함라온,female,3942,design,assistant
태세린,male,19462,advertising,intern
공하엘,male,10543,marketing,assistant
함유민,female,16961,advertising,assistant
사나연,male,18224,advertising,assistant
유정연,female,8792,advertising,assistant
표하람,female,25088,advertising,assistant
곽주연,female,18173,advertising,manager
추민석,female,8476,marketing,manager
길규빈,female,17221,advertising,assistant
염세희,male,28038,marketing,intern
육시율,female,29088,advertising,assistant
팽윤슬,male,18036,finance,assistant
박정훈,male,27429,IT,manager
반인우,male,14163,advertising,assistant
노우진,female,17524,advertising,manager
사서윤,male,6295,design,assistant
태준희,male,24690,marketing,manager
모승호,male,21708,marketing,assistant
반승훈,female,8996,marketing,intern
현나영,male,13731,advertising,intern
부가빈,female,20573,marketing,manager
문수현,female,13711,IT,header
음현성,female,9423,IT,assistant
백유하,female,12194,design,manager
빈도하,male,26031,marketing,assistant
육준호,male,12592,marketing,manager
모주현,female,29232,design,header
길윤,female,21296,marketing,assistant
한동현,male,15775,marketing,manager
원윤호,male,20123,advertising,assistant
나범준,male,27708,marketing,header
연수민,female,16403,design,intern
공효린,female,21897,IT,assistant
심경민,male,8251,finance,assistant
신지수,female,23423,marketing,manager
두하성,male,6658,marketing,assistant
연민혁,male,20174,advertising,assistant
지나현,female,22524,finance,manager
모주영,male,10231,advertising,intern
봉혜빈,female,6524,IT,assistant
오제인,female,9393,marketing,manager
상가은,male,6437,marketing,assistant
배동욱,female,27221,advertising,assistant
갈효린,female,17709,finance,assistant
원준희,male,12221,marketing,assistant
위유빈,female,8469,marketing,assistant
모지한,female,8587,advertising,manager
김태연,female,6025,marketing,assistant
천아진,male,4002,design,manager
강예은,male,29817,marketing,intern
차유은,male,28074,marketing,assistant
태도율,male,10113,IT,header
맹민수,female,23896,marketing,assistant
견시온,female,26501,marketing,assistant
성승후,male,22185,design,manager
금유현,male,26824,design,manager
엄서우,female,26129,IT,assistant
연준서,female,10876,marketing,header
부한별,male,15518,marketing,assistant
도지우,male,24602,marketing,manager
목태환,male,11322,design,manager
부로이,male,6948,marketing,manager
서시은,female,29617,marketing,manager
배은성,male,11668,advertising,assistant
갈건,male,3312,design,assistant
방윤진,male,29403,marketing,manager
어주완,female,5181,marketing,header
심수현,male,15624,marketing,intern
은윤아,male,19127,marketing,manager
팽채영,male,19002,marketing,intern
도재호,male,4357,advertising,manager
경다은,female,23474,IT,manager
복민주,female,28866,marketing,manager
금시윤,male,10851,advertising,manager
경도연,female,17700,design,assistant
용다경,female,6773,marketing,assistant
상태연,male,8802,advertising,assistant
상서준,male,4984,design,assistant
민예슬,male,23159,advertising,manager
고온유,female,13287,marketing,assistant
유현서,female,17486,advertising,header
장현서,male,19021,design,manager
변가온,male,5426,marketing,intern
곽설,female,7509,advertising,manager
성성민,male,23904,marketing,header
도수민,male,25362,design,assistant
팽이안,female,19494,marketing,manager
나승현,female,7012,design,header
손도희,female,25026,advertising,assistant
남지효,male,6124,advertising,assistant
홍성우,male,28597,advertising,intern
온하진,female,12482,marketing,assistant
우라윤,female,6198,advertising,manager
어현민,male,15755,marketing,assistant
나성민,male,8072,marketing,assistant
홍루아,female,25559,finance,intern
마가현,female,14902,marketing,assistant
박미소,male,22086,marketing,assistant
가주영,female,6401,marketing,assistant
형수혁,female,29130,marketing,manager
육하율,male,18508,marketing,assistant
하태성,female,19836,IT,manager
빈예서,male,3607,marketing,assistant
조주안,male,15989,marketing,manager
맹은호,male,26553,marketing,assistant
위윤지,female,5570,IT,assistant
음나경,female,21268,marketing,header
곽민영,male,14375,advertising,header
라윤슬,male,11149,marketing,assistant
명윤찬,female,3809,marketing,assistant
왕태희,male,26691,advertising,assistant
표정후,female,9393,finance,manager
선채빈,male,29035,advertising,assistant
오유찬,female,29822,design,manager
차아윤,female,29196,finance,header
표연아,male,6241,marketing,assistant
육지인,male,21576,IT,assistant
허하진,male,29310,advertising,intern
은도현,male,27235,advertising,assistant
문혜빈,male,10879,marketing,manager
추지호,male,25505,advertising,header
지제인,female,9926,marketing,header
동하윤,male,13447,marketing,assistant
경진혁,female,28137,marketing,assistant
하우현,male,26444,marketing,assistant
옥나율,female,25259,design,intern
우강현,male,13899,design,manager
석소이,male,28136,advertising,assistant
탁준우,male,19586,marketing,assistant
허민성,female,17996,advertising,manager
민채원,female,22898,IT,manager
강하율,female,7288,advertising,manager
상수연,female,10785,marketing,manager
남예주,male,21360,marketing,manager
손정원,male,19319,finance,header
허도영,male,4988,marketing,header
탁아윤,male,28985,advertising,assistant
배태경,male,21014,marketing,assistant
봉태영,male,27779,advertising,assistant
옥선우,male,23007,marketing,manager
좌나은,male,10047,marketing,intern
예효원,male,7305,marketing,manager
진현민,male,24037,marketing,assistant
남현수,male,8972,advertising,manager
성우진,male,4896,advertising,manager
은선우,male,11494,marketing,assistant
손유은,male,8685,advertising,header
현예담,female,7953,marketing,assistant
오소담,male,11901,IT,assistant
안하나,male,19310,finance,manager
선세린,female,7311,design,manager
좌지우,female,3113,advertising,manager
오채영,male,7142,finance,manager
곽서후,male,16954,finance,manager
표해인,female,25466,IT,manager
정준원,male,16803,finance,assistant
선은비,female,26778,marketing,header
경호준,male,19686,design,manager
단재혁,female,21426,marketing,manager
원소원,male,6872,design,manager
지윤아,female,12167,IT,manager
홍소은,female,15672,marketing,assistant
라봄,male,7122,marketing,assistant
문상윤,female,27951,marketing,manager
음라윤,male,25277,marketing,assistant
모예솔,male,21536,marketing,assistant
변나은,female,6919,IT,assistant
위승아,female,29177,marketing,manager
갈호진,female,4122,finance,manager
단도준,female,10686,IT,assistant
곽수지,male,5807,marketing,assistant
갈태경,male,19734,marketing,header
기은비,male,26320,IT,manager
기아라,male,8066,finance,manager
제윤,female,10826,design,intern
은연주,female,10237,finance,intern
예민아,female,8039,IT,assistant
어라엘,male,7587,marketing,manager
문현진,female,28901,finance,assistant
추효원,female,26205,marketing,manager
남진호,male,7380,marketing,assistant
백서윤,male,4624,marketing,header
임선호,male,11014,advertising,manager
임승현,male,9925,advertising,assistant
석하율,male,24341,finance,assistant
송하민,female,9905,marketing,assistant
천은성,male,20924,marketing,intern
상재영,female,29650,marketing,manager
송수빈,female,11439,marketing,header
명미소,male,29752,marketing,assistant
양지민,male,17002,marketing,manager
부시안,male,26928,marketing,assistant
엄연호,female,9477,IT,assistant
맹효은,male,20878,marketing,manager
안태훈,male,14226,marketing,assistant
현유민,male,16754,marketing,assistant
손별,male,12694,advertising,assistant
왕태율,male,16890,advertising,assistant
맹도희,female,24156,advertising,manager
권지아,female,12854,marketing,assistant
연서영,male,3071,design,assistant
형하랑,male,23328,marketing,assistant
추동우,female,15587,marketing,manager
추소담,female,8019,marketing,header
차다현,male,6699,IT,manager
설건후,male,8228,advertising,header
권채영,male,11248,marketing,assistant
편재은,male,12889,advertising,assistant
어리원,male,18755,advertising,assistant
두세현,male,24392,finance,assistant
온은우,male,3229,advertising,assistant
단예빈,male,28484,advertising,assistant
음나현,male,15582,marketing,assistant
연수혁,male,14854,advertising,assistant
강로아,female,23228,IT,assistant
용서윤,female,16489,advertising,manager
장다연,female,17173,advertising,manager
음봄,male,29392,marketing,assistant
육성훈,male,10130,marketing,intern
인나은,female,19769,advertising,intern
채사랑,female,6089,finance,assistant
기태리,male,8742,advertising,assistant
변지안,male,6159,marketing,assistant
갈시완,male,26592,IT,assistant
표가은,male,24941,marketing,manager
설은비,male,3121,advertising,assistant
시은수,male,17528,IT,assistant
도진우,male,4831,IT,header
단은서,male,13173,design,assistant
강동윤,female,22845,marketing,manager
지윤진,male,28106,advertising,manager
단준우,male,21394,marketing,assistant
빈라윤,female,20508,marketing,assistant
도한결,male,11011,marketing,assistant
왕율,female,23483,marketing,assistant
금지오,male,24098,marketing,header
표민결,female,13213,marketing,manager
김윤하,female,23001,marketing,manager
견우현,male,10019,advertising,assistant
성예성,male,13691,finance,assistant
김나경,male,27558,advertising,assistant
동예담,female,17789,finance,assistant
방다빈,male,8921,finance,assistant
류재훈,female,18092,finance,assistant
임민규,male,27556,marketing,assistant
국현민,female,11419,marketing,assistant
부강우,female,21122,marketing,assistant
금시훈,female,23586,advertising,assistant
형아연,male,17868,design,assistant
선채린,male,28142,marketing,header
현선호,female,3031,marketing,intern
피수인,female,27324,marketing,manager
차준우,female,10843,IT,manager
서가인,female,10533,advertising,manager
백채린,male,9090,advertising,intern
감준희,female,29328,marketing,assistant
박시연,female,15222,marketing,intern
윤연준,male,17618,marketing,manager
백연우,male,24752,finance,manager
범소원,female,7776,marketing,assistant
두우빈,female,19360,marketing,header
정민수,male,3699,marketing,assistant
석정빈,male,5846,marketing,manager
양민재,male,13021,marketing,assistant
허서후,male,15923,advertising,assistant
좌지웅,male,28871,finance,assistant
성이준,male,7523,marketing,intern
성채연,male,25971,advertising,assistant
모현준,female,24109,marketing,assistant
복이나,female,6864,marketing,manager
마윤성,male,25993,IT,assistant
당한울,male,6290,marketing,intern
복지아,female,10667,IT,manager
주지원,male,19732,finance,assistant
단솔,female,23985,finance,assistant
노지인,male,23687,marketing,manager
전유빈,male,27090,advertising,assistant
노이든,female,12882,design,manager
상서하,male,4687,marketing,header
국유정,male,22744,marketing,assistant
엄보민,female,12514,advertising,manager
허라윤,female,11561,marketing,assistant
엄준서,male,16049,marketing,header
태하율,male,15302,finance,assistant
임소정,male,8150,finance,assistant
소시윤,female,29940,advertising,intern
채도영,male,12084,marketing,manager
인예담,female,9941,marketing,header
상희찬,male,15706,marketing,assistant
범서연,male,29940,advertising,assistant
경상민,male,11926,marketing,manager
당민재,female,15564,marketing,assistant
추이준,male,10720,advertising,assistant
피지한,female,10420,marketing,assistant
간태건,male,18885,finance,assistant
류시호,male,7106,finance,header
성은호,male,13270,marketing,assistant
남소현,male,8462,marketing,header
간우성,male,12172,IT,assistant
박연준,male,3591,advertising,assistant
왕은별,male,15451,marketing,assistant
제혜원,female,13050,marketing,assistant
감아윤,female,19841,marketing,assistant
천정후,male,8317,marketing,assistant
라민기,male,13892,marketing,assistant
서경민,female,9586,design,intern
제이든,male,13322,IT,assistant
봉지운,female,16783,marketing,assistant
모예인,male,12337,advertising,assistant
하건호,male,7477,marketing,assistant
마소희,female,6006,marketing,assistant
편은율,male,27621,IT,manager
엄지율,female,19579,advertising,assistant
태윤진,male,14600,finance,intern
권이나,female,27294,marketing,header
국시온,female,26541,advertising,manager
우설,male,25271,marketing,intern
배세훈,male,16066,marketing,header
부주완,male,24608,marketing,assistant
문준석,male,18319,advertising,intern
제재훈,female,19812,marketing,assistant
부규현,male,12797,marketing,assistant
양상윤,male,13133,design,assistant
노유이,male,17485,marketing,assistant
채다윤,female,8601,marketing,manager
모수혁,female,4638,finance,manager
박서은,female,23452,design,assistant
좌이솔,male,9100,marketing,assistant
노아윤,male,15045,finance,assistant
목서후,male,29396,IT,assistant
선우준,female,3285,marketing,assistant
태하음,male,29439,marketing,assistant
당현승,female,7074,marketing,assistant
연한나,female,28169,advertising,header
민재인,female,15590,finance,manager
단우주,male,28299,marketing,manager
엄준호,female,10547,marketing,assistant
신해나,male,9279,marketing,header
나혜인,female,22016,finance,intern
송솔,female,17200,marketing,assistant
라도원,male,4370,advertising,assistant
온재호,female,4633,advertising,assistant
좌단아,male,16578,finance,assistant
팽지민,female,28481,finance,assistant
성지현,male,27235,marketing,assistant
배준석,male,5281,finance,intern
천연지,female,15713,marketing,header
라서린,female,10963,advertising,assistant
팽연지,male,20266,marketing,intern
유영준,male,26738,finance,assistant
목시환,male,17099,IT,assistant
왕정훈,female,28702,finance,intern
국태환,male,11150,marketing,assistant
탁상우,male,25645,marketing,assistant
배주현,male,16168,marketing,assistant
현산,male,17882,advertising,header
배성빈,male,9686,marketing,assistant
선성준,female,13344,marketing,assistant
하유진,female,10940,marketing,manager
류진서,male,9844,IT,assistant
이준혁,female,14075,marketing,manager
목재율,female,7675,design,assistant
시현,female,18586,finance,manager
견하민,male,28234,marketing,header
반건후,male,13105,marketing,manager
두하진,male,4510,advertising,manager
서도진,male,28660,marketing,assistant
염민주,male,10493,marketing,assistant
민예은,female,18071,marketing,assistant
차동혁,male,13648,marketing,manager
예유진,female,7992,finance,assistant
윤이안,male,22709,IT,assistant
심수혁,male,22404,marketing,manager
호지용,male,4523,marketing,assistant
허채빈,male,7369,marketing,intern
제은유,female,25572,marketing,manager
설다율,male,4450,advertising,header
마소이,female,6704,marketing,intern
금여진,male,9385,finance,assistant
표희원,male,6625,finance,intern
복윤호,female,15373,finance,manager
모서린,female,5713,finance,assistant
공준,female,22760,marketing,header
형예슬,male,16133,advertising,intern
석진서,male,19799,advertising,manager
곽성준,female,28174,advertising,header
고우찬,male,4144,advertising,assistant
심하진,female,17085,marketing,assistant
예지인,female,12260,marketing,header
마가람,male,22393,marketing,assistant
조도준,female,26637,marketing,assistant
임다원,male,23315,marketing,header
금시우,male,14582,marketing,manager
목재희,male,13619,marketing,assistant
현태율,female,22938,marketing,assistant
나주희,female,20183,marketing,manager
봉예서,female,10412,marketing,manager
금민호,female,21374,IT,assistant
예지아,female,26049,marketing,manager
지승호,female,19203,marketing,assistant
맹하빈,male,19733,marketing,assistant
반리나,male,27362,advertising,assistant
공유진,female,17851,marketing,header
노은서,female,22829,advertising,manager
복은솔,female,5609,marketing,assistant
시종현,male,17656,design,assistant
지태오,female,11870,marketing,assistant
당예주,female,12539,finance,manager
맹건호,male,4104,marketing,assistant
주혜윤,female,29569,marketing,assistant
승설아,male,23644,IT,manager
사시온,female,20905,advertising,manager
송서진,male,18812,design,assistant
전예성,male,7976,finance,manager
음서아,female,23985,IT,manager
왕하나,male,6959,design,manager
허시현,male,20218,marketing,intern
고민준,male,4268,marketing,manager
기혜정,female,14146,marketing,manager
마은성,female,8342,finance,assistant
변승훈,male,28225,finance,manager
좌가현,female,9027,finance,assistant
백민규,male,27977,marketing,assistant
팽유준,female,23692,marketing,header
전영우,female,17081,marketing,intern
반세인,male,13984,marketing,assistant
부산,male,25696,finance,intern
고도영,male,19502,design,intern
지윤재,male,8073,finance,manager
목시환,female,8878,marketing,intern
유태양,male,7920,marketing,assistant
노지성,male,26762,marketing,assistant
동은성,female,4141,finance,assistant
서주아,female,26117,advertising,manager
권수빈,female,27267,marketing,assistant
옥아인,female,21821,finance,assistant
주준희,female,25860,marketing,intern
이시윤,male,5360,IT,manager
지예슬,female,26028,advertising,assistant
상이나,male,6406,advertising,assistant
한산,female,19562,marketing,assistant
옥시우,male,5078,IT,assistant
호민지,male,28144,marketing,manager
연세은,male,29613,design,manager
백하늘,female,3265,marketing,intern
양예성,male,19496,advertising,intern
승수현,male,27432,marketing,assistant
여슬아,male,11234,marketing,intern
신여원,male,15573,IT,manager
채재준,male,23578,IT,header
왕호준,female,5191,marketing,intern
좌희원,female,10822,advertising,manager
모유찬,female,26140,marketing,manager
맹동준,male,15329,marketing,manager
손은빈,female,5624,advertising,assistant
간유라,male,28874,advertising,assistant
경서정,female,3022,finance,intern
진진혁,female,11890,advertising,assistant
음강민,female,18646,marketing,header
염현성,male,19500,advertising,assistant
송은수,male,6401,advertising,assistant
최수혁,male,28020,finance,header
길다원,male,13148,finance,manager
호다경,male,23290,marketing,manager
왕순기,male,23741,finance,intern
차설아,male,18035,advertising,manager
견승민,male,21645,marketing,manager
금재율,female,28505,advertising,assistant
성효은,female,4349,finance,manager
표수현,male,12115,marketing,assistant
연준원,male,27232,marketing,manager
윤서진,male,20145,marketing,assistant
류채윤,male,21623,finance,assistant
하재이,male,14489,advertising,assistant
복호준,female,17538,IT,assistant
고태이,male,21414,marketing,header
감현성,male,26854,finance,assistant
이진우,female,28662,marketing,assistant
형유주,male,18437,marketing,assistant
공수인,male,23629,design,assistant
주태훈,male,12504,advertising,manager
차태민,male,24321,advertising,assistant
가성진,male,11731,advertising,assistant
양예지,female,24342,marketing,assistant
김서아,female,22583,design,assistant
나은재,female,17314,marketing,assistant
지다현,male,4435,design,assistant
지승훈,male,20699,marketing,manager
권다희,female,6537,finance,header
한주혁,female,18882,IT,assistant
민용준,female,18970,marketing,assistant
양채린,male,15396,design,assistant
빈세인,male,22160,IT,assistant
배찬희,female,10784,marketing,assistant
빈하랑,male,4962,IT,assistant
육성준,female,26588,marketing,assistant
남유안,male,16685,advertising,header
채서하,male,27945,finance,assistant
옥서윤,female,25154,marketing,manager
심정민,female,5210,advertising,intern
승연주,male,10848,marketing,manager
인채영,male,17210,marketing,intern
민수민,male,27131,marketing,manager
당은호,male,28298,finance,assistant
간로이,male,17053,design,assistant
연세빈,male,15457,advertising,assistant
문승원,male,3756,marketing,manager
모태환,female,20494,advertising,intern
손주혁,male,28713,marketing,manager
범윤주,female,7831,marketing,assistant
민예서,male,29652,marketing,assistant
두우성,male,21037,finance,manager
추채윤,male,10915,marketing,header
단하율,male,21629,marketing,manager
추하윤,male,26540,marketing,manager
태승민,female,14309,marketing,manager
단지유,male,21671,marketing,assistant
유이서,male,10590,advertising,assistant
오유정,female,20039,marketing,manager
추재준,male,8677,marketing,header
형지완,female,4222,marketing,manager
어하랑,male,16355,marketing,assistant
호지율,female,15664,marketing,assistant
허서호,female,16332,marketing,manager
염윤진,male,9275,marketing,manager
인여진,female,6875,marketing,assistant
천주원,male,7273,finance,manager
류재이,female,15745,marketing,manager
윤세현,female,25327,advertising,assistant
원윤아,female,27278,advertising,assistant
금다온,male,5208,design,assistant
연태희,female,22351,marketing,assistant
권효린,male,19019,marketing,assistant
범가을,female,11645,marketing,assistant
임지후,male,21334,marketing,assistant
문태연,female,28096,marketing,assistant
김서현,male,20096,advertising,manager
서하윤,female,5004,finance,assistant
우이서,male,14589,finance,header
고민하,male,11462,marketing,assistant
공주영,male,9290,marketing,manager
정윤서,male,6371,marketing,manager
윤선율,male,22201,advertising,assistant
허태오,male,9055,marketing,manager
팽윤아,male,25377,finance,manager
천재호,male,3181,IT,header
표성윤,male,28832,marketing,manager
장로아,male,6143,IT,header
황성빈,male,28763,design,assistant
권로이,female,25613,marketing,assistant
기시우,male,14491,finance,assistant
편준희,female,18645,marketing,manager
은혜원,female,13601,design,assistant
진유안,male,4638,design,manager
민율,female,10437,design,manager
좌정연,male,5744,design,assistant
노소윤,female,4317,design,assistant
음혜성,male,21805,marketing,header
원건우,male,16787,design,assistant
기라온,male,25511,advertising,intern
임보민,female,18148,advertising,assistant
김단비,male,28541,finance,intern
범은수,male,13895,advertising,assistant
한지안,male,18745,marketing,assistant
국혜성,female,18701,marketing,assistant
복유은,female,22822,advertising,assistant
차로운,male,20435,advertising,manager
남재영,male,16648,advertising,assistant
경봄,male,18507,marketing,header
길은준,female,6920,marketing,header
승하영,male,9834,marketing,assistant
고혜윤,female,16761,marketing,assistant
노이현,female,23628,design,manager
제지유,male,13630,advertising,assistant
경이안,male,19315,advertising,manager
노지민,male,16036,marketing,manager
정윤지,male,19391,marketing,assistant
추동준,male,25538,marketing,assistant
좌세은,male,7962,finance,assistant
온정현,male,14878,marketing,manager
황지완,male,26044,advertising,intern
목민성,female,24307,marketing,assistant
황하온,male,16871,marketing,assistant
배가람,male,27315,IT,assistant
배동윤,male,23635,marketing,assistant
육하늘,male,11148,marketing,assistant
좌서아,male,5307,advertising,header
승세준,male,23654,advertising,assistant
단지원,male,3606,marketing,intern
여유안,female,14955,design,manager
기정윤,female,14878,marketing,assistant
명나연,female,12873,advertising,manager
추태양,male,23199,marketing,intern
연유이,male,29361,marketing,manager
전채민,male,29501,IT,manager
음현민,male,18245,IT,assistant
구은혁,male,16457,marketing,intern
인연재,male,8281,marketing,assistant
옥가온,male,14865,marketing,manager
주이현,male,19526,marketing,assistant
금시원,male,11930,marketing,assistant
은가온,male,28478,marketing,assistant
곽정현,female,26279,marketing,assistant
동소연,male,23235,marketing,assistant
민다현,male,15442,advertising,assistant
기민서,female,29371,design,manager
강준희,female,22513,finance,assistant
명채현,male,24197,marketing,assistant
설은유,female,19024,marketing,manager
남지완,female,16705,marketing,assistant
금우진,female,19338,advertising,header
좌동혁,female,8350,advertising,manager
음현아,female,8171,advertising,manager
남세빈,female,29226,advertising,manager
탁지후,female,11316,marketing,manager
감지민,female,24349,advertising,assistant
손서영,male,3915,marketing,assistant
양찬,female,21788,marketing,manager
황윤서,male,9267,advertising,header
함현서,male,23423,advertising,assistant
조효린,female,14339,IT,assistant
모유민,male,17135,design,header
왕유진,female,4521,finance,header
공준석,female,6429,marketing,manager
곽은수,female,22694,marketing,assistant
여하린,female,17687,marketing,header
채연우,female,9366,finance,assistant
현소연,male,8832,advertising,assistant
윤은준,male,4408,IT,manager
곽시온,female,10524,design,manager
간혜민,female,22417,marketing,manager
육성진,female,24667,design,assistant
변수지,female,13027,IT,intern
팽유빈,male,3254,advertising,manager
범지안,female,10864,marketing,manager
형윤건,male,9628,advertising,manager
하서우,male,16695,marketing,assistant
경효주,male,14488,advertising,assistant
사한별,male,25954,marketing,manager
현서린,female,15647,marketing,manager
염재희,female,20526,marketing,manager
왕아윤,female,13281,marketing,assistant
허지민,female,20382,advertising,header
금수연,female,8820,marketing,assistant
곽정윤,female,13844,marketing,assistant
갈현빈,male,5407,advertising,manager
라성민,male,28366,advertising,manager
채하람,female,24870,advertising,intern
추동준,male,16024,marketing,assistant
표시안,male,5305,marketing,assistant
간성원,female,23979,marketing,header
홍성우,male,22299,marketing,manager
정라윤,female,8261,marketing,intern
허우영,male,19373,marketing,header
동가은,male,6909,marketing,header
나현진,female,18927,marketing,manager
맹하윤,male,8246,finance,assistant
성우현,male,20248,marketing,manager
현시우,male,7700,design,manager
라동우,male,12987,advertising,manager
당연아,male,13047,marketing,assistant
단상민,male,11280,advertising,assistant
조서연,male,21138,advertising,manager
예채연,male,9374,marketing,assistant
연다인,male,8203,marketing,assistant
설온유,female,10951,marketing,intern
위다율,male,14301,marketing,manager
문수지,male,9297,design,intern
정지성,female,24138,IT,assistant
단도진,male,13038,marketing,assistant
라민영,female,6557,finance,assistant
공다경,male,12872,marketing,header
양서영,female,28469,finance,assistant
편지훈,male,11253,design,intern
공율,female,4730,marketing,assistant
정지율,male,3748,advertising,manager
맹승준,female,13169,marketing,manager
손다경,female,13704,advertising,assistant
호강민,male,13244,marketing,assistant
마승주,male,20855,design,assistant
윤윤,male,7190,marketing,manager
예하랑,male,24623,advertising,assistant
석가빈,male,29085,advertising,intern
선종현,male,26618,marketing,assistant
유예나,male,4475,advertising,manager
남주하,male,13895,marketing,assistant
유준희,male,4275,marketing,assistant
형하나,male,6840,finance,manager
명주호,female,12091,marketing,assistant
윤새봄,male,19034,advertising,assistant
장연호,female,3632,IT,assistant
조도진,female,12402,advertising,assistant
길서정,female,5781,advertising,assistant
오수현,female,24732,marketing,assistant
조서희,male,26943,finance,manager
두태이,female,4930,marketing,assistant
편주연,male,7534,advertising,header
온은수,male,26818,marketing,manager
복정원,female,14646,marketing,assistant
류윤슬,female,29347,marketing,header
동여준,female,7919,advertising,manager
사민지,male,13832,design,intern
호아인,female,12832,marketing,assistant
한연준,female,17570,marketing,assistant
권시아,male,23052,marketing,manager
권지인,female,20238,marketing,intern
현동혁,male,17958,finance,manager
현하은,male,15122,IT,intern
천시우,male,3882,marketing,manager
소유리,male,11214,marketing,assistant
박도연,female,4243,advertising,assistant
송다영,male,28357,marketing,manager
가서린,male,8255,IT,manager
가유성,male,25988,IT,assistant
유태호,male,9100,finance,intern
갈다은,male,20616,marketing,manager
한아린,male,21905,marketing,header
맹예원,female,5906,marketing,assistant
제정현,female,4873,marketing,assistant
차하영,male,27987,marketing,manager
허원준,female,9730,IT,manager
노은성,male,12929,marketing,intern
용예린,male,13943,marketing,assistant
류세연,male,16225,marketing,intern
동재원,male,12685,advertising,manager
류하람,male,6464,advertising,intern
임건,female,26020,marketing,manager
온온유,male,6404,marketing,manager
양하린,male,27985,IT,manager
모혜윤,male,25330,finance,manager
성윤지,male,5218,advertising,assistant
변지한,female,13747,marketing,assistant
진세아,male,3851,finance,manager
장지영,male,14264,marketing,assistant
동준희,male,4618,design,assistant
노시완,male,14269,marketing,manager
오건,male,25652,design,intern
태성원,female,15941,advertising,header
채태민,male,18898,design,assistant
엄원준,female,21085,marketing,intern
범준수,male,5316,advertising,header
연서진,female,10493,marketing,assistant
김예인,male,5147,advertising,manager
설정민,female,27897,advertising,manager
연주은,female,18314,marketing,assistant
두주호,male,22388,marketing,assistant
연하늘,male,13761,marketing,manager
기재인,male,20713,marketing,manager
기유라,male,11283,advertising,assistant
최시안,female,26636,marketing,assistant
육태우,male,28277,marketing,assistant
동아인,female,3901,marketing,manager
허승현,female,18311,finance,intern
부채현,male,24423,advertising,manager
인은비,female,11885,marketing,intern
동민건,female,27880,advertising,assistant
변소정,male,9644,IT,manager
함승후,male,24938,IT,manager
노수빈,female,8888,advertising,intern
유지효,female,18166,advertising,intern
현정은,male,10811,advertising,assistant
오소은,female,23456,finance,assistant
채나영,female,3360,advertising,manager
피민성,male,20691,marketing,intern
이연호,male,25269,marketing,intern
권민주,male,27129,IT,assistant
심준호,male,7824,finance,manager
신민지,female,6043,marketing,intern
오율,male,9234,marketing,header
기윤후,male,29074,marketing,assistant
반예서,female,21901,advertising,assistant
강연재,female,18672,IT,header
한채연,male,18340,marketing,manager
이세현,male,25945,advertising,assistant
엄하윤,male,25921,advertising,header
제태성,male,26079,design,manager
단정후,male,4781,marketing,manager
목예담,female,16445,marketing,assistant
민아름,female,4447,marketing,assistant
현은비,female,5689,marketing,assistant
시세연,male,29098,marketing,manager
왕다은,female,23927,advertising,assistant
가서후,male,8078,marketing,assistant
태혜원,male,23516,marketing,assistant
민성현,female,23291,IT,manager
예윤서,male,7539,marketing,manager
라우준,male,4930,IT,assistant
추수현,male,23158,finance,assistant
천우영,female,22345,marketing,assistant
두영준,female,19610,advertising,header
시승훈,female,26570,advertising,intern
위세현,female,25301,marketing,manager
변범준,male,8105,marketing,intern
하지율,female,6451,finance,manager
윤태환,female,17450,marketing,manager
허채원,male,23040,marketing,assistant
소소담,male,14991,design,assistant
공승주,male,15756,marketing,manager
인도희,female,7611,marketing,assistant
이찬,male,9867,finance,assistant
도재희,male,28246,marketing,manager
변찬영,female,11827,advertising,manager
두민지,male,8456,marketing,manager
소하민,female,17700,advertising,manager
명채윤,female,20699,design,assistant
표은성,female,8667,advertising,assistant
윤준후,female,18106,marketing,manager
장시훈,female,26464,finance,intern
범성민,female,9749,advertising,manager
나지호,female,20382,advertising,assistant
라윤진,male,17339,marketing,assistant
양정민,male,20857,marketing,assistant
모진서,male,21498,IT,assistant
인아윤,male,24143,marketing,manager
양성현,male,6818,finance,manager
허강현,male,10666,advertising,assistant
단세린,male,26553,marketing,assistant
허주은,male,22495,IT,manager
은봄,male,15932,marketing,assistant
반아현,male,21808,marketing,assistant
봉재원,male,6216,advertising,header
유정빈,male,23536,marketing,manager
금선우,male,29022,marketing,manager
서도연,male,3686,finance,manager
태아연,male,25172,marketing,assistant
모다영,male,14605,marketing,manager
김규리,male,7674,advertising,manager
심정원,female,17098,IT,assistant
김민서,female,6290,marketing,intern
서수민,male,26719,finance,manager
나다영,female,24689,marketing,assistant
시승윤,female,20836,design,manager
태은호,female,15416,IT,manager
신성준,male,24979,design,assistant
목윤채,female,9294,marketing,assistant
용희찬,female,12981,marketing,assistant
오하영,male,17827,marketing,assistant
국단아,male,13204,advertising,manager
안서현,male,17195,marketing,assistant
동시아,male,12541,marketing,assistant
이준,male,15460,marketing,manager
류채아,female,17778,marketing,assistant
인소영,female,25340,marketing,assistant
옥연주,female,25879,advertising,intern
인시온,male,19485,advertising,assistant
육유안,male,20185,marketing,assistant
양윤,female,29570,marketing,intern
함해나,male,17846,design,manager
엄루아,male,11662,marketing,assistant
